,affiliation,friends_count,favourites_count,description,screen_name,geo_enabled,lang,verified,time_zone,statuses_count,followers_count,following,name,location,created_at,retweeted_count,profile_image_url,text,allies,new_text,new_retweet_count,new_created_at
114,L,1387,315,The UK will be so much better off out of the EU. Tory member. #VoteLeave,EUAreKidding,False,en,False,Pacific Time (US & Canada),4583,1110,,EUAreKidding,United Kingdom,Thu Apr 16 20:24:44 +0000 2015,449.0,http://pbs.twimg.com/profile_images/727092635651833857/dY_Iizit_normal.jpg,"Seize the day people. Lets get the UK trading globally unrestrained by the shackles of the EU.
#CarpeDiem #Brexit https://t.co/wwxo2mY3ki","['andrealeadsom', 'vote_leave', 'Bad_Sweary_Frog', 'KeithBe1', 'theordinaryman2', '2010LeeHurst', 'Mines_a_pint', 'timothy_stanley', 'EUAreKidding', 'VincentArlettaz', 'Charlton_UKIP', 'BBCr4today', 'dobbs_michael', 'LeaveEUOfficial', 'SurferObserver', 'dougalSW19', 'montie', 'SteveBakerHW', 'MatthewSephton', 'JuniorBez1997']",RT @EUAreKidding: @GerardBattenMEP outrageous. #TheresaMay is the worst #tory leader the party has ever had. i will not be able to vote for…,4,Sun Apr 08 14:56:45 +0000 2018
115,L,724,294,Official Labour Leave Twitter page. Making the Labour case for voting 'Leave' in the EU referendum.,labourleave,True,en-gb,False,Pacific Time (US & Canada),2144,14908,,Labour Leave,"London, England",Fri Jun 12 12:10:55 +0000 2015,441.0,http://pbs.twimg.com/profile_images/652491241549090816/eiLTOCIt_normal.jpg,"2 days to go until the #EUref. Here's reason #2 to leave the EU!
#2: We want to stop open-door immigration https://t.co/7LJLxsilEO","['DavidPBMaddox', 'LeaveEUOfficial']","RT @edrennie77: Except for Lexiteers, you'll typically here surprisingly little from them, even though without them remain would've won htt…",3,Sat Apr 07 13:24:58 +0000 2018
116,L,4335,1179,Rise and Rise Again Until Lambs Become Lions,GrahamGtk1954,False,en,False,,6877,2298,,Graham koller,where ever I lay my hat,Thu Jul 04 16:09:58 +0000 2013,434.0,http://pbs.twimg.com/profile_images/695622400864555008/qp7kb419_normal.jpg,"2 days left for campaigning,we will see Cameron &amp; Osbourne ramp up project fear,more deceit &amp; lies.#VoteLeave https://t.co/bdHPUgkYxo","['UKIPBroxtowe', 'JuliaHB1', 'BeverleyTruth', 'Sozzinski', 'eToro', 'cafe_mic', 'luiz_cerveira', 'becky1363']",@DVATW Funny only RT (Russia Today) which is putin sponsored news channel reporting this,0,Tue Apr 03 15:44:37 +0000 2018
117,L,509,681,Conservative Campaigner,AmandeepBhogal,True,en,False,London,1419,2480,,Amandeep SinghBhogal,"Westminster, England",Fri Oct 22 20:20:41 +0000 2010,433.0,http://pbs.twimg.com/profile_images/621672430990454784/Wol5cdMl_normal.png,"Some more #ProjectHate from a key #Remain campaigner.
Thoroughly shocking.
No other words. https://t.co/emyQWiyo7c","['tweetingtonia', 'AmandeepBhogal', 'consforbritain']","RT @AmandeepBhogal: #EnoughIsEnough
Corbyn out!
Corbyn out!
#CorbynOut!

#LabourAntiSemitism
https://t.co/UxgFSqS6TL",260,Sun Apr 08 22:17:23 +0000 2018
118,L,4961,648,UK scientists confident that our talented science community will continue to thrive outside the political structures of the EU. #Brexit #VoteLeave,ScienceBritain,False,en,False,,1550,4594,,Scientists 4 Britain,United Kingdom,Tue Jul 21 21:31:33 +0000 2015,429.0,http://pbs.twimg.com/profile_images/626382979338739712/VwFL3XTt_normal.jpg,"Good example of why European academics and students would still work, study and collaborate with us post-#Brexit. https://t.co/itqCCF2C36",[],"RT @POST_UK: After extensive research &amp; consultations inside and outside Parliament, POST is pleased to publish the #STEM &amp; #SocialSciences…",55,Thu Jan 11 09:47:19 +0000 2018
119,L,508,11415,"LCFC. Tory. Warwick Uni Law & French. #VoteLeave. Love football, tennis, betting & crisps! Dislike bandwagons & the professionally outraged",tomchapman16,True,fr,False,London,55225,1615,,Tom Chapman,"Leicester, UK/Bordeaux, France",Sun Jan 24 18:12:10 +0000 2010,428.0,http://pbs.twimg.com/profile_images/743163021447544833/GWZ9-G8H_normal.jpg,"in everyone's interest to continue with free trade. We'll trade with EU, but take back control of or borders &amp; money #BBCDebate #VoteLeave","['vote_leave', 'Vote_LeaveMedia', 'BBCNews', 'Mike_Fabricant', 'CllrGurjitBains', 'JLongworthVL', 'NadineDorriesMP', 'avemariarebecca', 'geraldhowarth', 'bernardjenkin', 'TellRanil', 'carefree_tug', 'annabotting', 'Australiaunwra6']",deleted,deleted,deleted
120,R,2232,1804,"Doctor, nerd cheerleader, Bad Science person, stats geek, procrastinator. Currently an academic at CEBM in Oxford http://www.ebmdatalab.net ben@badscience.net",bengoldacre,False,en,True,London,57058,454588,,ben goldacre,"Oxford, England",Sat Jun 09 23:51:43 +0000 2007,426.0,http://pbs.twimg.com/profile_images/523118410419286016/qXTUFTZR_normal.png,The NHS is run by immigrants. We don't train enough doctors and nurses. Our fault. Not the EU. The UK's fault. Ours. https://t.co/Cq4hXtbPB1,[],"@ali_horsley @AULDEARN_FRASER It's not the whole story, as I'm sure you'd agree, but yes, quite.",0,Sun Apr 08 23:21:36 +0000 2018
121,R,809,2541,I like aubergines,jobowandarrow,False,en,False,,478,85,,Jo,,Fri Mar 06 12:15:18 +0000 2009,423.0,http://pbs.twimg.com/profile_images/3543275212/0fd3383a861888a2900b33786b7e7b79_normal.jpeg,My cat is sad we might vote for #Brexit  #CatsAgainstBrexit https://t.co/sLhwnRv3C8,[],"RT @jayrayner1: The brilliant @FareShareUK, which redistributes food that would otherwise be wasted, to those in need, is petitioning the g…",267,Wed Apr 04 13:55:19 +0000 2018
122,L,1555,1715,Politicians are a cancer in society. Treat every word as a lie and every act as an act of aggression.,LiarMPs,False,en,False,Casablanca,37000,10330,,EU PROJECT FEAR,UK,Fri Jan 25 16:43:52 +0000 2013,414.0,http://pbs.twimg.com/profile_images/509253571565453312/GlFpVt-h_normal.png,"David Beckham backs Remain.
If you allow any celebrity to sway your vote in any direction you shouldn't be voting. #Brexit","['Trev_Forrester', 'Queen_UK', 'PrisonPlanet', 'LiarMPs']",@NigelFloyedWill That was me holding back. I'm mellowing in old age.,0,Sun Apr 08 23:31:24 +0000 2018
123,R,102,153,"Regional, national and supranational polls and election results in EU28 • Upcoming: #EURef #EUReferendum #Poll #26J #26JTV #elezionicomunali #EURO2016",EuropeElects,True,en-gb,False,Prague,6245,10826,,Europe Elects,,Sat Jun 18 14:55:35 +0000 2011,412.0,http://pbs.twimg.com/profile_images/564496462025728002/T_yKRTbR_normal.png,"Finland: Finnish Green party VIHR (G/EFA) on record high, currently reaching 15% in latest poll (Taloustutkimus poll). #finpol #EURef",[],"Hungary: Centre-left MSZP (S&amp;D) with worst result since 1990.

1990: 10.9%
1994: 33.0%
1998: 32.9%
2002: 42.0%
2006… https://t.co/JQPdk0sYLt",91,Sun Apr 08 22:53:24 +0000 2018
124,R,331,109,General Secretary of the Trades Union Congress @The_TUC,FrancesOGrady,False,en,False,,1093,12551,,Frances O'Grady,UK,Thu Mar 29 21:01:11 +0000 2012,411.0,http://pbs.twimg.com/profile_images/705341135955300353/_lWUI7JY_normal.jpg,Thanks Nicola! https://t.co/oqno6YEmlk,"['The_TUC', 'susana_mendonca']",Great to meet @justintrudeau at the #L7 summit yesterday. Productive discussion about building a global strategy to… https://t.co/0n73EBZANn,15,Thu Apr 05 09:09:34 +0000 2018
125,L,473,223,"Conservative MP for Harwich and North Essex, enthusiast for the freedom, prosperity, good government, unity and independence of the UK and her peoples",bernardjenkin,True,en,True,,3547,12246,,Bernard Jenkin,Westminster or Essex,Sat Dec 04 11:12:47 +0000 2010,408.0,http://pbs.twimg.com/profile_images/582291221428740096/e4mlwUg-_normal.jpg,"Boris is right, only a tiny % of Commission officials come from the UK - and we elected none of them. #VoteLeave #bbcdebate","['WayneLinge', 'Vote_LeaveMedia', 'oflynnmep', 'JamesDuddridge', 'SteveBakerHW', 'CllrGurjitBains', 'ChloeVotesLeave', 'WomenforBritain', 'vote_leave', 'AmandeepBhogal', 'NadineDorriesMP']",RT @SirSocks: This from the man who represents the regime that blocked the Litvinenko investigation at every turn. A tawdry hypocrisy. Read…,51,Thu Apr 05 22:15:50 +0000 2018
126,L,1515,0,Can't Tell Ya Its Classified • ♆MUFC♆ Competitive Gamer ※ • Retail Store Mgr ⚽️PlrCoach • KravMaga • Boxer • ♍ Timelord∞ • MVP • ICΞ / Lethal Force❗,mrDesStewart,True,en,False,London,2693,247,,Dεs Stεwαrt,Ashton | Manchester | England,Wed Feb 16 01:24:30 +0000 2011,407.0,http://pbs.twimg.com/profile_images/680749450957058048/n65jWyJj_normal.png,#Calias migrants attacking French police &amp, #UK trucks/cars Why are @BBC @ITV @SkyNews NOT reporting? #EUref #Brexit https://t.co/Ml3AKsbFm5,Happy Birthday fellow Red @Tobjizzle Have a top day mate 🎉🎂👍,0,Sun Apr 08 17:12:16 +0000 2018
127,L,1357,50,Official Twitter feed of Conservatives for Britain. Chaired by @SteveBakerHW and @DCBMEP,consforbritain,False,en,False,London,2786,7047,,Cons for Britain,Britain,Fri May 15 12:32:32 +0000 2015,403.0,http://pbs.twimg.com/profile_images/625672346280443904/wPKUAEX4_normal.png,Boris: 'I think we've heard enough from #ProjectFear in the last couple of weeks' #VoteLeave #bbcdebate,"['annietrev', 'dobbs_michael', 'beleaveuk', 'LiamFoxMP', 'vote_leave', 'montie', 'JamesDuddridge', 'DanHannanMEP', 'geraldhowarth', 'sarahjanesewell', 'SteveBakerHW', 'TellRanil', 'Vote_LeaveMedia', 'JLongworthVL', 'cmackinlay', 'Mike_Fabricant', 'Aussies4Britain', 'nickdebois', 'AmandeepBhogal', '_hanimustafa', 'NadineDorriesMP', 'MitchellGoldie', 'lawyers4britain', 'ChloeVotesLeave', 'Cricket4Britain', 'bernardjenkin', 'conorburns_mp', 'ScotsVoteLeave', 'GuidoFawkes', 'DVATW', 'VoteLeaveUKIP', 'LouiseMensch', 'davidburrowesmp', 'LondonCF']",When I’m travelling I increase my training to everyday. 🏃‍♂️💪 Small sacrifice to make (if you don’t... https://t.co/Ykn9e1sHW2,0,Tue Apr 03 08:40:03 +0000 2018
128,R,543,239,Why Britain should stay in the EU.,InFactsOrg,False,en-gb,False,Pacific Time (US & Canada),2986,7538,,InFacts,"London, England",Thu Jan 14 19:13:36 +0000 2016,401.0,http://pbs.twimg.com/profile_images/735153398803238912/hsNopRbS_normal.jpg,"@Telegraph backing #Brexit is entirely predictable. Their reasons for doing so, however, are not based in reality.

https://t.co/kx9zZRJGhe",['BBCRealityCheck'],"From the week at @InFactsOrg: 4 #Brexit loose ends the government needs to tie.
https://t.co/HHsoJWhsXI",2,Sun Apr 08 16:02:00 +0000 2018
129,L,51,0,Comedian. If you want a chat with me on Twitter you'll need a real name. Endex = Muted.,2010LeeHurst,False,en,False,London,13771,30645,,Lee Hurst,London,Fri May 07 16:37:23 +0000 2010,400.0,http://pbs.twimg.com/profile_images/741256000263577600/ECP0i84l_normal.jpg,"David Beckham whose sport is run by a corrupt, undemocratic body called #FIFA wants to vote for a corrupt, undemocratic body called #EU.",['LeaveEUOfficial'],RT @TwytterPepys: Police called as tempers fray at the weigh-in of Sadiq Khan and John Bercow for their upcoming Charity Annoying Dwarf-off…,44,Sun Apr 08 19:14:55 +0000 2018
130,L,12538,60057,#Woking Leave.EU group leader. Watch this https://vimeo.com/166378572 #LeaveEU #Brexit #VoteLeave #EURef #BetterOffOut #GrassrootsOut,mkpdavies,True,en,False,London,93718,13462,,#Woking #LeaveEU,"Woking, England",Sun Nov 16 20:56:50 +0000 2008,398.0,http://pbs.twimg.com/profile_images/709877936074022913/2MdXKb5p_normal.jpg,#VoteLeave https://t.co/CKQZpXgiuD,"['LeaveEUOfficial', 'consforbritain', 'ScienceBritain', 'steven_winstone', 'EUAreKidding', 'Solly_Gratia', 'eToro', 'LouiseMensch', 'BBCr4today', 'JuliaHB1', 'BellaSassin', 'EFTAnotEUSSR', 'DVATW', 'thierrybaudet', 'Hells4Heroes', 'dobbs_michael', 'brexit666', 'DavidPriceUK', 'mkpdavies', 'deYook', 'Dwalingen', 'SuzanneEvans1', 'vote_leave', 'DJack_Journo', 'CllrBSilvester', 'belfastjj', 'ThomasEvansGB', 'PrisonPlanet', 'ohboywhatashot', 'Holbornlolz', 'CrumbsCollector', 'matthewkitcher', 'DavidJo52951945', 'davidroachcouk', 'HenrySmithMP', 'oflynnmep', 'NadineDorriesMP', 'EuropeElects', 'Y_Eurosceptics', 'rougeranj', 'wisermonkeys', 'DisparatePost', 'DKMatai', 'mylifemysay', 'Brianna_Bethany', 'BBCNews', 'bernardjenkin', 'Stop_The_EU']",deleted,deleted,deleted
131,L,689,5596,Writer/Composer of the hit show 'Proper Football Men: The Musical'.,bankruptspurs,False,en,False,London,37301,7939,,Bankrupt,Forever in Sherwood's shadow.,Sat Oct 03 14:05:26 +0000 2009,393.0,http://pbs.twimg.com/profile_images/471971291583369216/btIrJzqB_normal.jpeg,@AndertonsMop #Brexit IMHO,[],deleted,deleted,deleted
132,L,1140,11086,"After failing to win a seat as UKIP, Mr Mayor has become an independent prig. We are a parody account - though its hard to tell",Trump_ton,True,en,False,Dublin,9002,20533,,Trumpton,Trumpton,Mon Sep 29 12:17:36 +0000 2014,387.0,http://pbs.twimg.com/profile_images/743493531898097664/5lEiX3qz_normal.jpg,"I'm hoping for a #Remain win on Thursday, because that way we'll never have to see Michael Gove on TV again https://t.co/hyH5rCPkPy","['Trump_ton', 'TrumpThe']",@ChairofHooch @BritainStays @mikedicks What a lovely chap you are @ChairofHooch,0,Sun Apr 08 15:01:31 +0000 2018
133,L,649,400,Presenter at MKFM. Tweets are my views not radio stations. 20 years old. Studying Computer Science at Newcastle University.,__MRobinson,False,en,False,London,1096,429,,Michael Robinson,Milton Keynes/Newcastle,Thu Mar 18 15:54:48 +0000 2010,384.0,http://pbs.twimg.com/profile_images/743823018430869504/LrljrVLq_normal.jpg,,['montie'],deleted,deleted,deleted
134,N,360,138,"Breaking news from around the world, plus business, style, travel, sport and entertainment. We #gothere.",cnni,True,en,True,London,96216,5207010,,CNN International,Everywhere,Sat Mar 24 10:48:14 +0000 2007,383.0,http://pbs.twimg.com/profile_images/617738860857061376/75F3HUoe_normal.png,Who's who in the UK #Brexit debate? Key players on both sides before Thursday's #EUref: https://t.co/AjDPXcKt3q https://t.co/nfvJTCzu1Q,[],Sebastian Vettel wins Bahrain Grand Prix after mechanic hit by Ferrari car https://t.co/jR8VzGGiwr https://t.co/KcRbxgfreE,10,Mon Apr 09 00:52:04 +0000 2018
135,L,484,31095,"The mind is not a vessel to be filled, but a fire to be kindled.",Sargon_of_Akkad,True,en,False,,29641,90400,,Sargon of Akkad,Kish,Thu May 01 12:09:43 +0000 2014,377.0,http://pbs.twimg.com/profile_images/737960361157140480/tg4EYabr_normal.jpg,"If Britain remains in the EU, it will lose it's status as a sovereign nation.  #EUref https://t.co/YynX8Wdi7f",['beleaveuk'],deleted,deleted,deleted
136,L,372,619,"Britain's most popular paper. Exclusives, news, sport and entertainment. Like us on Facebook too: http://www.fb.com/thesun",TheSun,False,en,True,London,163241,1146502,,The Sun,London,Thu Apr 23 16:23:40 +0000 2009,374.0,http://pbs.twimg.com/profile_images/725991881939755008/e0RyySAh_normal.jpg,"#Brexit campaigner, 80, arrested for painting ‘Vote Leave’ in 2ft high lettering around town https://t.co/sCf4p16YOg https://t.co/RgEvHncRxw",['SunPolitics'],"RT @SunSport: Rond Rousey is about to make her #WrestleMania debut!

https://t.co/KTzs5zKr1O https://t.co/ZjoEyHpash",10,Mon Apr 09 00:34:21 +0000 2018
137,L,1007,12665,Imaginexit cofounder || Leader of Westminster & The City @vote_leave Branch || 2015 East Lothian Tory candidate || Author #TalkinBoutMyGen || #NUFC || #TeamLH,davidroachcouk,False,en,False,London,15666,1165,,David Roach,,Wed Apr 06 09:29:29 +0000 2011,373.0,http://pbs.twimg.com/profile_images/653596361711992832/UmtPVJTo_normal.png,Oops! This is a bit inconvenient https://t.co/lkGNr9LvRZ #BBCDebate Govt policy for Turkey to join @BBCRealityCheck @vote_leave #VoteLeave,"['vote_leave', 'soesource', 'blinkerdbritain', 'Lma361Lindsay', 'ScienceBritain', 'davidandvinny', 'PatrioticNeko', 'hymie094', '_casey__jones_', 'SuzanneEvans1', 'RobertWinfield2', 'ChloeVotesLeave', 'Drury7Drury', 'WomenforBritain', 'AlexandralSwann', 'SteveBakerHW', 'matthew_elliott', 'ernietvr', 'sarahjanesewell', 'LouiseMensch', 'toadmeister', 'jgoffshore', 'LeaveEUOfficial', 'DancerGuard']",RT @election_data: “A third (34%) of voters believe that Jeremy Corbyn is among those in the party who hold antisemitic views” https://t.co…,19,Sat Apr 07 23:26:37 +0000 2018
138,R,1112,91,"Wales is stronger, safer and better off in Europe. Don't sit on the sidelines - be part of the local campaign to secure our future in Europe.",WalesStrongerIn,True,en,False,Pacific Time (US & Canada),2298,2720,,Wales Stronger In,"Wales, United Kingdom",Sun Jan 24 20:58:04 +0000 2016,371.0,http://pbs.twimg.com/profile_images/732611747387977732/TGLEmSOp_normal.jpg,.@FrancesOGrady highlights that there would be a staffing crisis if we lost EU staff in the NHS #StrongerIn #BBCDebate,"['wdjstraw', 'PoliticoRyan', 'wiardsterk', 'khaleesi_leahxo', 'constanceblanc', 'DrRichardCobley', 'JulieMorganLAB', 'SZeitblom', 'owensheers', 'derekvaughan', 'welshlabour', 'StrongerInPress', 'OfficeGSBrown', 'jennymcc_', 'nuswales', 'BBCWalesNews', 'LeeCatterall1', 'Vaughan_Wms', 'CadanapTomos', 'JaneHutt', 'RhonddaBryant', 'askar_Comtek', 'GutoBebb', 'JamesMcGrory', 'BBCNews', 'scrabbmp', 'billiepiper', 'AlasdairOHara', 'SDoughtyMP', 'pcibangor']",deleted,deleted,deleted
139,R,2993,1636,"Deputy editor @Politics_co_uk covering UK and London politics. Send stories, pitches etc to adam.bienkov@politics.co.uk",AdamBienkov,True,en,True,London,40683,12712,,Adam Bienkov,House of Commons press gallery,Tue Apr 22 15:35:37 +0000 2008,365.0,http://pbs.twimg.com/profile_images/728965448449069057/p3fhmWMi_normal.jpg,A third of Leave voters believe the ITV and BBC are conspiring to rig the #EUref vote. https://t.co/A5XPyMkqYc https://t.co/90hCWTjWwB,"['RetroAperture', 'D_Libris', 'AdamBienkov', 'hernehillandy', 'PopulusPolls']","RT @JonnElledge: ""This Prime Minister was Good, but also Bad"" is an amazing piece of LibDem triangulation. https://t.co/xzLCKVbEHf",57,Sun Apr 08 17:36:31 +0000 2018
140,L,159,20,"The Scottish campaign for a leave vote on June 23. Let's have more powers for Scotland, save free tuition, and have £1.5bn more to spend. DM to get involved.",ScotsVoteLeave,False,en,False,Pacific Time (US & Canada),1193,1673,,Scottish Vote Leave,Glasgow,Fri Jul 03 14:38:46 +0000 2015,364.0,http://pbs.twimg.com/profile_images/712281462050054144/F99n7-kS_normal.jpg,"SNP voter writes 'We can't be independent whilst governed by an autocratic, unelected elite' #EUref #VoteLeave https://t.co/Tmm2IkZp13","['vote_leave', 'f you pledge to Vote Leave for Scotland! #EUref #VoteLeave https', 'mark_mclaughlin', 'NathanGillMEP', ""f you're a proud Scot who is voting Leave! #BBCDebate #euref #VoteLeave https"", 'Vote_LeaveMedia', 'BBCNews', 'TheSun', 'nickeardleybbc']",deleted,deleted,deleted
141,L,3107,6461,#LGBT I'm on the Right #PEGIDA constantly battling unwashed progressives and libtards.    #VeteransForBritain #MarineLePen #Brexit #MAGA #UKIP,russjb2512,False,en-gb,False,,14024,2241,,russjb,Sheffield England ,Mon Nov 16 23:20:54 +0000 2015,364.0,http://pbs.twimg.com/profile_images/745028002531151872/wWpcgJRH_normal.jpg,Under #Cameron our border controls are in tatters and he wants you controlled by the #EU #TakeControl &amp, #VoteLeave https://t.co/cNnUZTei5p,deleted,deleted,deleted
142,N,3,0,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.",BBCBreaking,False,en,True,London,28666,23341143,,BBC Breaking News,"London, UK",Sun Apr 22 14:42:37 +0000 2007,362.0,http://pbs.twimg.com/profile_images/460740982498013184/wIPwMwru_normal.png,"The BBC's Great Debate for the #EURef begins at Wembley Arena.
Watch live: https://t.co/Zt8YFLCKaH #BBCDebate https://t.co/WvUQMT3L1x",[],US golfer Patrick Reed wins the US Masters to claim his first major title https://t.co/4FPMqlathy,123,Sun Apr 08 22:42:56 +0000 2018
